"r","L_centered","L_lo","L_hi","Label","Modality"
858.585858585859,1301.83012797779,-4.57519019229596,4.20527512160834,"Bx2","Protein (CD3+)"
868.686868686869,1301.84761521474,-4.57416143555452,3.91890368004726,"Bx2","Protein (CD3+)"
878.787878787879,1301.70768519728,-4.49481514571551,4.16303613863306,"Bx2","Protein (CD3+)"
888.888888888889,1301.40395869995,-4.25957278076783,4.61461713404708,"Bx2","Protein (CD3+)"
898.989898989899,1301.18884259885,-4.65723265821146,4.79701387389912,"Bx2","Protein (CD3+)"
909.090909090909,1301.83163712645,-5.02914362240904,4.60582137623976,"Bx2","Protein (CD3+)"
919.191919191919,1303.12517185313,-5.12399664929592,4.51446067949439,"Bx2","Protein (CD3+)"
929.292929292929,1304.5196845084,-5.3380405335239,4.77516429076172,"Bx2","Protein (CD3+)"
939.393939393939,1306.51886976114,-5.34491954363057,4.46293335317739,"Bx2","Protein (CD3+)"
949.494949494949,1308.14186146517,-5.50452973312179,4.44270955965317,"Bx2","Protein (CD3+)"
959.59595959596,1309.5530977544,-5.29936986004986,4.67842454985566,"Bx2","Protein (CD3+)"
969.69696969697,1310.73511248105,-5.03826306178462,4.42513185252301,"Bx2","Protein (CD3+)"
979.79797979798,1311.84401523939,-5.09268108744709,4.19079866262791,"Bx2","Protein (CD3+)"
989.89898989899,1312.32285208317,-4.91079398740249,4.21024426330212,"Bx2","Protein (CD3+)"
1000,1313.81353173077,-4.90401153625896,4.29846273444855,"Bx2","Protein (CD3+)"
0,0,0,0,"Bx4","Protein (CD3+)"
10.1010101010101,67.8227639877607,-2.83889472713739,2.25645529054269,"Bx4","Protein (CD3+)"
20.2020202020202,115.491359915837,-2.10540971086306,2.273183098292,"Bx4","Protein (CD3+)"
30.3030303030303,151.562600002667,-2.58496010134415,2.25219887346045,"Bx4","Protein (CD3+)"
40.4040404040404,184.233164207355,-3.30171186492763,2.7550211490645,"Bx4","Protein (CD3+)"
50.5050505050505,214.197408021005,-2.21952601714897,3.10671533934963,"Bx4","Protein (CD3+)"
60.6060606060606,240.963622438173,-2.41633218773883,2.87432921345992,"Bx4","Protein (CD3+)"
70.7070707070707,266.510856675113,-2.88886822081922,2.43985033945866,"Bx4","Protein (CD3+)"
80.8080808080808,290.615264439782,-2.5255794987843,2.0712171469672,"Bx4","Protein (CD3+)"
90.9090909090909,313.304596102693,-2.30944506349748,2.27217500012807,"Bx4","Protein (CD3+)"
101.010101010101,335.428777088976,-2.96144272686102,2.32589330023032,"Bx4","Protein (CD3+)"
111.111111111111,356.425637982125,-2.90747733079304,2.42384334766508,"Bx4","Protein (CD3+)"
